0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,label
0.04316432498922742,-0.022043096566308942,-0.009087282975438852,-0.01592035018308797,-0.011851673472511417,-0.008364027338593436,-0.022963840787538187,-0.024002463233042205,-0.01196770114875462,0.0015750711542828451,0.002631706276312625,0.007912045222371402,0.009032831723340873,-0.009888450750757392,-0.017944469484962842,-0.004934936901474134,0.023302482916912358,0.0010926004178689042,0.031572837828961586,0.009304129134003733,-0.03484702828864003,0.01114048111437938,0.007691637366688795,0.012668014722773732,-0.004123409984942132,0.03220302098669593,-0.03246590566665304,-0.03741414010710027,-0.03430441361292395,-0.016569754711084076,0.01560404839485809,-0.011011718497503355,0.0315369280034525,-0.0073506298707121,-0.015101158118921475,-0.016040280002461937,-0.01476176154230276,0.027719676309867013,0.018402439607911658,-0.02510642156293587,1
0.0607555696560088,-0.03776609099619221,-0.01620105982819563,-0.03235450527021629,-0.023833828131084003,-0.019289886237336903,-0.03497334059942276,-0.028469641626619774,0.013626663880539116,-0.00685342820353523,-0.01170844063038142,-0.03311224034933267,-0.013779219672656419,-0.023285097347914285,-0.0008165179386377944,-0.02036821759031746,-0.022220347962005227,0.02336008070649313,-0.04673830595638998,-0.0505372488551904,0.04659656028624073,-0.008729994523026356,-0.02720648768453249,-0.05091202482933756,0.016411986575365512,-0.023199727013771095,0.01371352626483488,0.043885360636014496,-0.011166988286521974,-0.05635143186134943,-0.006173966936667512,-0.003355552863538336,-0.0010128844820138207,-0.040115943385765546,-0.0028997244340546774,0.001309821526572291,0.01822100430479648,0.04069989937131096,-0.022086981895527553,0.01627233237808884,1
0.06885050493689972,0.014494277531884822,0.011590882352165885,-0.02259900089578691,-0.022624549785666734,-0.019754200130599114,-0.01236363587814896,-0.020894831896274363,-0.013446505024102084,-0.015457431177149704,-0.01781749530395162,-0.017817455412762244,-0.0011500045798797079,0.07947815935130136,-0.04308375174992952,0.046393606831097736,-0.0005412748806819096,-0.011170655984093173,0.01968553649215159,0.009617963333898855,-0.026276081343782724,0.0024184511239350795,-0.024370179162012468,-0.0024893848415528034,0.015735481716971565,0.009885651771881875,0.028082751745493035,0.022009526681699535,-0.08716491984366373,0.10777360787718339,-0.005790977234090117,-0.04524932208248798,-0.06223461364818101,-0.004160148454930774,-0.0019988224940611474,-0.00935832767237574,-0.012461598747516567,0.02538512446734648,-0.04441476822547644,-0.0030588607016473137,0
0.10063282885973004,-0.016854082591343827,-0.08143417976232074,0.041393030321842786,0.017608856104331154,-0.006691062623056212,-0.01824900900925494,0.01570827131046874,0.01907985594387205,0.019989725859744685,-0.009273368174129116,-0.01396452263629258,-0.0015626563104842697,0.003035222342372204,-0.01840555199125876,0.009166436354327016,0.004698646655038476,0.060267291751695325,0.04390992036647525,0.013873977359589498,-0.04841898420947185,0.007811792981362604,0.00919529809870733,0.023630553502432813,-0.002455542632433671,-0.017998574043432636,0.02258382175970226,-0.061501746599478706,0.0009472761245244647,0.01189209351235164,-0.03181813980042526,0.026941382539778305,0.0033948619792127086,-0.07949934981898728,0.02876566284054462,-0.21290371795486368,0.0412137949245973,-0.07128245375528755,-0.05219985870420245,0.05256969806994792,0
0.44510175974086935,0.6806106922355657,0.294767640715201,0.09449256217300307,-0.17613894796872465,-0.0072874112535139205,0.0025251611623065186,0.038004037007944,0.004564744634049003,0.037199810545168736,0.018014730984792518,-0.05766766972362934,-0.30777199240750236,-0.024023102662018715,-0.03147111021253865,0.022231650304150384,0.020525329654127327,0.007181206368346145,-0.0033012536008393037,-0.009330826955017087,0.014898666472952576,-0.002427174995243936,0.00604428414870492,0.006932815904904505,0.0034406311879598573,0.00026670169107115586,-0.02117010525359267,-0.005346797825862242,-0.018524884211053524,0.023518625626555115,-0.0030832650385274976,0.0018647671285024938,-0.013126813004744635,-0.009781467499770465,0.014120393608204027,-0.0059903223184305885,0.007292879200938194,-0.0064881026935033545,-0.0013359459141697111,0.004803470931701996,0
0.05692979895384086,-0.021863826303459896,-0.0026995269590999915,-0.02490031897697009,-0.014657760664566356,-0.01407334059653712,-0.025494830574779026,-0.0014843966142955183,0.0001054592754495138,0.00030902043063502516,-0.028425125034077663,-0.007301081919183249,0.04146785171383656,-0.014555351065954169,-0.0005516234763979411,0.00940589936048245,-0.004777035521421733,-0.0022505845281747612,-0.002207520459415608,-0.015399092649716258,0.003362282460143688,-0.007089931854837661,-0.008832989722649833,0.010129556453783984,0.021939222480913952,0.025358027037040556,-0.01498255415096023,-0.020304617838199722,0.00517980748115215,-0.009501294240628004,-0.014882765958968652,0.015132679491017596,-0.007522195175718005,-0.011882227101201764,-0.015129770703943663,0.022791742699586552,2.1124708377238483e-05,0.007859702970079187,0.010851106501470793,-0.01472375834370529,1
0.032392280708644514,-0.018014173250171503,-0.008862305656888576,-0.015515800283702915,-0.013989377240233566,-0.010546115521041264,-0.025096026514286055,-0.03408848717121705,-0.018567360703028935,-0.001568080583762633,-0.005662525700599372,0.004562081397002213,0.020307108886342108,0.003315741576110624,-0.039060969992485116,0.011502569988239546,0.05414193158017737,-0.0343793507710126,0.1345564876684436,0.054423957337444415,0.005361608717113924,-0.21555091939716398,0.2515150735988476,0.3608579397581263,0.5496218641712235,-0.4086851018943358,-0.09697125096736817,0.12901205802289561,-0.001366009999407103,-0.03145848880125138,0.004002520622203845,-0.024295812792713947,-0.03390799339132726,0.018233090356955327,-0.03327534372675753,0.018385705725952477,-0.04159336714488536,0.04787284493897932,0.007806218467822251,0.004540362258045581,0
0.0340735618967649,-0.02517946850109148,-0.00047662425700742433,-0.011751900116633296,-0.010995387886460008,4.4378012291828275e-05,-0.013590225688833456,-0.009776916919475109,-0.00937857502854365,-0.008904295030409324,0.001036657733470772,-0.022200581559002647,-0.00717009562752092,-0.009071463918523748,0.021061622008733995,-0.014975596587586409,-0.0009143145810341432,-0.010726401011745204,-0.026137790204621564,0.004447128816134215,-0.0034634101714393095,-0.014197433875476508,-0.014554088951648307,0.0036702470519915094,-0.0010640554673595139,0.0022955964266478473,0.016077575302357924,-0.001506176789116185,-0.010324085320510787,0.001942825218521139,0.03405686567587375,0.009931674059388582,-0.0021699672916693814,-0.0056169784962227095,-0.020621092040236037,-0.014910296622358514,0.0016822787798204321,0.031171754465526166,0.018111804016649108,0.001434659648189232,1
0.04424666132385444,-0.0308661031963496,-0.010282149297084715,-0.022269882672016447,-0.014877678371632218,-0.009333433209929081,-0.027381204039861166,-0.023616449155152052,-0.019533087543786323,-0.006378036590050057,-0.00314707782606273,0.0018810864121287484,-0.01402091461953605,-0.024573369731328412,-0.011315085431665027,-0.02357216230760333,-0.024747867017044102,-0.02857963173290808,-0.04698114714485369,-0.03752688598743076,0.0038943195916578757,-0.006220318477460125,0.005741235971852046,-0.013111538993628392,0.017743954214477355,-0.00821456306385523,-0.00911704056159058,0.002359544042192853,-0.010771046539618459,0.0022034873048773075,-0.030453963525320857,-0.005930684126048741,0.0017083522366444065,0.010219036215214073,-0.03191771820410842,1.7344258547526462e-06,0.008001238860009694,0.01273758125526203,-0.00774427671775128,0.02414124476549964,1
0.05417486799259854,-0.02639157376581619,-0.030778004347096988,-0.006858484600618854,-0.01185100342507168,0.032587607998043604,-0.016740746884730148,-0.015396059011264923,0.005737224478569048,0.009732246275985516,0.0023171844381828033,-0.01592567404213063,0.0025162508631788373,-0.008375305316066737,-0.005505502844021336,-0.00733397399333845,-0.0053655035180499265,-0.0017780182309418808,-0.012717656084298135,-0.011094272266552449,0.0034473724912580084,-0.0068244874447570625,-0.004592178468063563,-0.009791568892294485,0.007597429394114141,0.006259739740676166,-0.00997267198254654,-0.01288050065405277,-0.015120441685254535,-0.006973328703078771,-0.009682333396881817,0.022384953768245407,0.01075116655879528,-0.027731016304532567,0.0026611841276226707,-0.03221750514779193,-0.0024908984503164778,0.023356350034949333,0.000718630087402971,0.01878839814866918,1
